time,displacement,force,sample,type,height,area
79.068,-0.06342,-0.11023,S14,C,0.455333333,1.3545
79.168,-0.0684,-0.12614,S14,C,0.455333333,1.3545
79.268,-0.07367,-0.15469,S14,C,0.455333333,1.3545
79.368,-0.07884,-0.18781,S14,C,0.455333333,1.3545
79.468,-0.08348,-0.2266,S14,C,0.455333333,1.3545
79.568,-0.08858,-0.28115,S14,C,0.455333333,1.3545
79.668,-0.09315,-0.34073,S14,C,0.455333333,1.3545
79.768,-0.09841,-0.43788,S14,C,0.455333333,1.3545
79.868,-0.10332,-0.5467,S14,C,0.455333333,1.3545
79.968,-0.10866,-0.70663,S14,C,0.455333333,1.3545
80.068,-0.1137,-0.8734,S14,C,0.455333333,1.3545
80.149,-0.11726,-1.00044,S14,C,0.455333333,1.3545
80.15,-0.11732,-1.00317,S14,C,0.455333333,1.3545
80.151,-0.11739,-1.00591,S14,C,0.455333333,1.3545
80.251,-0.11882,-1.00022,S14,C,0.455333333,1.3545
80.351,-0.11582,-0.78888,S14,C,0.455333333,1.3545
80.451,-0.10976,-0.49092,S14,C,0.455333333,1.3545
80.551,-0.1041,-0.31443,S14,C,0.455333333,1.3545
80.651,-0.09951,-0.21751,S14,C,0.455333333,1.3545
80.751,-0.09398,-0.13052,S14,C,0.455333333,1.3545
80.851,-0.08908,-0.08335,S14,C,0.455333333,1.3545
80.951,-0.08377,-0.04575,S14,C,0.455333333,1.3545
81.051,-0.07881,-0.02509,S14,C,0.455333333,1.3545
81.151,-0.07407,-0.01316,S14,C,0.455333333,1.3545
81.251,-0.06911,-0.00563,S14,C,0.455333333,1.3545
81.351,-0.0646,0.00104,S14,C,0.455333333,1.3545
81.451,-0.05921,0.00391,S14,C,0.455333333,1.3545
81.551,-0.05448,0.00841,S14,C,0.455333333,1.3545
81.651,-0.04887,0.01308,S14,C,0.455333333,1.3545
81.751,-0.04394,0.01528,S14,C,0.455333333,1.3545
81.851,-0.03893,0.01838,S14,C,0.455333333,1.3545
81.951,-0.03399,0.01967,S14,C,0.455333333,1.3545
82.051,-0.02946,0.02026,S14,C,0.455333333,1.3545
82.151,-0.02418,0.02341,S14,C,0.455333333,1.3545
82.251,-0.01948,0.02419,S14,C,0.455333333,1.3545
82.351,-0.01389,0.02774,S14,C,0.455333333,1.3545
82.451,-0.00908,0.03013,S14,C,0.455333333,1.3545
82.551,-0.00373,0.03571,S14,C,0.455333333,1.3545
82.651,0.00107,0.03888,S14,C,0.455333333,1.3545
82.751,0.00568,0.04111,S14,C,0.455333333,1.3545
82.851,0.01085,0.04621,S14,C,0.455333333,1.3545
82.951,0.01539,0.05082,S14,C,0.455333333,1.3545
83.051,0.02093,0.05958,S14,C,0.455333333,1.3545
83.151,0.02569,0.06986,S14,C,0.455333333,1.3545
83.251,0.03132,0.09565,S14,C,0.455333333,1.3545
83.351,0.03608,0.11672,S14,C,0.455333333,1.3545
83.451,0.04111,0.15052,S14,C,0.455333333,1.3545
83.551,0.04605,0.18153,S14,C,0.455333333,1.3545
83.651,0.0505,0.22671,S14,C,0.455333333,1.3545
83.751,0.05592,0.3253,S14,C,0.455333333,1.3545
83.851,0.06046,0.45492,S14,C,0.455333333,1.3545
83.951,0.06598,0.70311,S14,C,0.455333333,1.3545
84.051,0.07092,0.99629,S14,C,0.455333333,1.3545
84.053,0.071,1.00033,S14,C,0.455333333,1.3545
84.054,0.07104,1.00228,S14,C,0.455333333,1.3545
84.055,0.07107,1.00417,S14,C,0.455333333,1.3545
84.155,0.07179,0.98636,S14,C,0.455333333,1.3545
84.255,0.06962,0.76103,S14,C,0.455333333,1.3545
84.355,0.06279,0.27403,S14,C,0.455333333,1.3545
84.455,0.05761,0.11353,S14,C,0.455333333,1.3545
84.555,0.05226,0.02603,S14,C,0.455333333,1.3545
84.655,0.04698,-0.00212,S14,C,0.455333333,1.3545
84.755,0.04229,-0.0125,S14,C,0.455333333,1.3545
84.855,0.03707,-0.01963,S14,C,0.455333333,1.3545
84.955,0.03271,-0.02204,S14,C,0.455333333,1.3545
85.055,0.02738,-0.02569,S14,C,0.455333333,1.3545
85.155,0.02276,-0.02682,S14,C,0.455333333,1.3545
85.255,0.01742,-0.02903,S14,C,0.455333333,1.3545
85.355,0.01223,-0.03318,S14,C,0.455333333,1.3545
85.455,0.00729,-0.03696,S14,C,0.455333333,1.3545
85.555,0.00208,-0.04003,S14,C,0.455333333,1.3545
85.655,-0.00232,-0.04137,S14,C,0.455333333,1.3545
85.755,-0.00758,-0.04372,S14,C,0.455333333,1.3545
85.855,-0.01219,-0.04546,S14,C,0.455333333,1.3545
85.955,-0.01761,-0.04949,S14,C,0.455333333,1.3545
86.055,-0.02255,-0.05183,S14,C,0.455333333,1.3545
86.155,-0.02779,-0.05873,S14,C,0.455333333,1.3545
86.255,-0.03299,-0.06426,S14,C,0.455333333,1.3545
86.355,-0.03756,-0.06793,S14,C,0.455333333,1.3545
86.455,-0.04272,-0.07372,S14,C,0.455333333,1.3545
86.555,-0.04724,-0.07912,S14,C,0.455333333,1.3545
86.655,-0.05251,-0.08756,S14,C,0.455333333,1.3545
86.755,-0.05734,-0.09491,S14,C,0.455333333,1.3545
86.855,-0.06268,-0.11056,S14,C,0.455333333,1.3545
86.955,-0.06781,-0.12829,S14,C,0.455333333,1.3545
87.055,-0.07273,-0.1516,S14,C,0.455333333,1.3545
87.155,-0.07783,-0.1827,S14,C,0.455333333,1.3545
87.255,-0.08232,-0.21442,S14,C,0.455333333,1.3545
87.355,-0.08759,-0.26974,S14,C,0.455333333,1.3545
87.455,-0.09228,-0.32771,S14,C,0.455333333,1.3545
87.555,-0.09765,-0.42615,S14,C,0.455333333,1.3545
87.655,-0.10276,-0.54038,S14,C,0.455333333,1.3545
87.755,-0.10786,-0.69257,S14,C,0.455333333,1.3545
87.855,-0.11291,-0.85645,S14,C,0.455333333,1.3545
87.952,-0.11717,-1.00224,S14,C,0.455333333,1.3545
87.953,-0.11723,-1.00498,S14,C,0.455333333,1.3545
87.954,-0.11729,-1.00772,S14,C,0.455333333,1.3545
88.054,-0.11876,-1.00516,S14,C,0.455333333,1.3545
88.154,-0.11575,-0.79248,S14,C,0.455333333,1.3545
88.254,-0.10969,-0.49416,S14,C,0.455333333,1.3545
88.354,-0.10403,-0.31508,S14,C,0.455333333,1.3545
88.454,-0.09945,-0.21829,S14,C,0.455333333,1.3545
88.554,-0.09392,-0.13215,S14,C,0.455333333,1.3545
88.654,-0.08905,-0.08424,S14,C,0.455333333,1.3545
88.754,-0.08371,-0.04728,S14,C,0.455333333,1.3545
88.854,-0.07875,-0.02654,S14,C,0.455333333,1.3545
88.954,-0.07397,-0.01363,S14,C,0.455333333,1.3545
89.054,-0.06904,-0.00707,S14,C,0.455333333,1.3545
89.154,-0.06453,-0.0017,S14,C,0.455333333,1.3545
89.254,-0.05916,0.00328,S14,C,0.455333333,1.3545
89.354,-0.05444,0.00699,S14,C,0.455333333,1.3545
89.454,-0.04881,0.01272,S14,C,0.455333333,1.3545
89.554,-0.04389,0.01468,S14,C,0.455333333,1.3545
89.654,-0.03885,0.01802,S14,C,0.455333333,1.3545
89.754,-0.03392,0.01957,S14,C,0.455333333,1.3545
89.854,-0.02937,0.02132,S14,C,0.455333333,1.3545
89.954,-0.02411,0.02194,S14,C,0.455333333,1.3545
90.054,-0.01943,0.02424,S14,C,0.455333333,1.3545
90.154,-0.01385,0.02769,S14,C,0.455333333,1.3545
90.254,-0.00903,0.02967,S14,C,0.455333333,1.3545
90.354,-0.00366,0.03441,S14,C,0.455333333,1.3545
90.454,0.00114,0.0379,S14,C,0.455333333,1.3545
90.554,0.00578,0.04118,S14,C,0.455333333,1.3545
90.654,0.01092,0.04467,S14,C,0.455333333,1.3545
90.754,0.01547,0.04899,S14,C,0.455333333,1.3545
90.854,0.02097,0.05744,S14,C,0.455333333,1.3545
90.954,0.02573,0.06833,S14,C,0.455333333,1.3545
91.054,0.03137,0.09167,S14,C,0.455333333,1.3545
91.154,0.03613,0.11263,S14,C,0.455333333,1.3545
91.254,0.04119,0.14742,S14,C,0.455333333,1.3545
91.354,0.04613,0.17843,S14,C,0.455333333,1.3545
91.454,0.05058,0.21821,S14,C,0.455333333,1.3545
91.554,0.05599,0.30594,S14,C,0.455333333,1.3545
91.654,0.06051,0.42625,S14,C,0.455333333,1.3545
91.754,0.06603,0.66041,S14,C,0.455333333,1.3545
91.854,0.07095,0.93783,S14,C,0.455333333,1.3545
91.888,0.07214,1.00058,S14,C,0.455333333,1.3545
91.889,0.07217,1.00313,S14,C,0.455333333,1.3545
91.89,0.07221,1.00577,S14,C,0.455333333,1.3545
91.99,0.07401,1.09077,S14,C,0.455333333,1.3545
92.09,0.07121,0.78043,S14,C,0.455333333,1.3545
92.19,0.06488,0.31128,S14,C,0.455333333,1.3545
92.29,0.05912,0.11099,S14,C,0.455333333,1.3545
92.39,0.05443,0.03274,S14,C,0.455333333,1.3545
92.49,0.04909,-0.00082,S14,C,0.455333333,1.3545
92.59,0.04472,-0.01085,S14,C,0.455333333,1.3545
92.69,0.03933,-0.01831,S14,C,0.455333333,1.3545
92.79,0.03448,-0.02147,S14,C,0.455333333,1.3545
92.89,0.02924,-0.02603,S14,C,0.455333333,1.3545
92.99,0.02402,-0.02893,S14,C,0.455333333,1.3545
93.09,0.01928,-0.03292,S14,C,0.455333333,1.3545
93.19,0.01414,-0.03555,S14,C,0.455333333,1.3545
93.29,0.00966,-0.03715,S14,C,0.455333333,1.3545
93.39,0.00441,-0.03905,S14,C,0.455333333,1.3545
93.49,-0.00022,-0.04007,S14,C,0.455333333,1.3545
93.59,-0.00562,-0.04376,S14,C,0.455333333,1.3545
93.69,-0.01078,-0.04747,S14,C,0.455333333,1.3545
93.79,-0.01588,-0.05086,S14,C,0.455333333,1.3545
93.89,-0.02106,-0.0565,S14,C,0.455333333,1.3545
93.99,-0.02557,-0.05877,S14,C,0.455333333,1.3545
94.09,-0.03064,-0.06324,S14,C,0.455333333,1.3545
94.19,-0.0353,-0.06632,S14,C,0.455333333,1.3545
94.29,-0.04061,-0.07328,S14,C,0.455333333,1.3545
94.39,-0.04556,-0.07752,S14,C,0.455333333,1.3545
94.49,-0.05086,-0.08809,S14,C,0.455333333,1.3545
94.59,-0.05596,-0.09684,S14,C,0.455333333,1.3545
94.69,-0.0606,-0.10996,S14,C,0.455333333,1.3545
94.79,-0.06578,-0.12528,S14,C,0.455333333,1.3545
94.89,-0.07027,-0.13881,S14,C,0.455333333,1.3545
94.99,-0.07557,-0.16646,S14,C,0.455333333,1.3545
95.09,-0.08042,-0.19849,S14,C,0.455333333,1.3545
95.19,-0.08584,-0.2539,S14,C,0.455333333,1.3545
95.29,-0.09087,-0.31621,S14,C,0.455333333,1.3545
95.39,-0.09589,-0.40369,S14,C,0.455333333,1.3545
95.49,-0.10102,-0.51234,S14,C,0.455333333,1.3545
95.59,-0.10543,-0.62124,S14,C,0.455333333,1.3545
95.69,-0.11065,-0.77975,S14,C,0.455333333,1.3545
95.79,-0.11525,-0.92718,S14,C,0.455333333,1.3545
95.823,-0.117,-1.00237,S14,C,0.455333333,1.3545
95.824,-0.11706,-1.00511,S14,C,0.455333333,1.3545
95.825,-0.11712,-1.00786,S14,C,0.455333333,1.3545
95.925,-0.11866,-1.00745,S14,C,0.455333333,1.3545
96.025,-0.1156,-0.79125,S14,C,0.455333333,1.3545
96.125,-0.10955,-0.4929,S14,C,0.455333333,1.3545
96.225,-0.10391,-0.31484,S14,C,0.455333333,1.3545
96.325,-0.09933,-0.21793,S14,C,0.455333333,1.3545
96.425,-0.09382,-0.13134,S14,C,0.455333333,1.3545
96.525,-0.08897,-0.08457,S14,C,0.455333333,1.3545
96.625,-0.0836,-0.046,S14,C,0.455333333,1.3545
96.725,-0.07864,-0.02758,S14,C,0.455333333,1.3545
96.825,-0.07381,-0.014,S14,C,0.455333333,1.3545
96.925,-0.0689,-0.00508,S14,C,0.455333333,1.3545
97.025,-0.0644,-0.00082,S14,C,0.455333333,1.3545
97.125,-0.05904,0.00488,S14,C,0.455333333,1.3545
97.225,-0.05436,0.00727,S14,C,0.455333333,1.3545
97.325,-0.04873,0.01222,S14,C,0.455333333,1.3545
97.425,-0.04378,0.01504,S14,C,0.455333333,1.3545
97.525,-0.0387,0.01853,S14,C,0.455333333,1.3545
97.625,-0.03379,0.01958,S14,C,0.455333333,1.3545
97.725,-0.02921,0.02102,S14,C,0.455333333,1.3545
97.825,-0.024,0.02302,S14,C,0.455333333,1.3545
97.925,-0.01934,0.02332,S14,C,0.455333333,1.3545
98.025,-0.01374,0.02704,S14,C,0.455333333,1.3545
98.125,-0.00895,0.02852,S14,C,0.455333333,1.3545
98.225,-0.00353,0.03456,S14,C,0.455333333,1.3545
98.325,0.00128,0.03677,S14,C,0.455333333,1.3545
98.425,0.00593,0.04142,S14,C,0.455333333,1.3545
98.525,0.01106,0.0443,S14,C,0.455333333,1.3545
98.625,0.0156,0.0494,S14,C,0.455333333,1.3545
98.725,0.02107,0.057,S14,C,0.455333333,1.3545
98.825,0.0258,0.06582,S14,C,0.455333333,1.3545
98.925,0.03148,0.08902,S14,C,0.455333333,1.3545
99.025,0.03623,0.10866,S14,C,0.455333333,1.3545
99.125,0.04134,0.14348,S14,C,0.455333333,1.3545
99.225,0.04626,0.17333,S14,C,0.455333333,1.3545
99.325,0.05072,0.21114,S14,C,0.455333333,1.3545
99.425,0.05612,0.28828,S14,C,0.455333333,1.3545
99.525,0.0606,0.39616,S14,C,0.455333333,1.3545
99.625,0.06613,0.61672,S14,C,0.455333333,1.3545
99.725,0.07102,0.87907,S14,C,0.455333333,1.3545
99.777,0.07307,1.00291,S14,C,0.455333333,1.3545
99.778,0.07313,1.00716,S14,C,0.455333333,1.3545
99.779,0.07318,1.01149,S14,C,0.455333333,1.3545
99.879,0.07537,1.12367,S14,C,0.455333333,1.3545
99.979,0.07269,0.81432,S14,C,0.455333333,1.3545
100.079,0.06637,0.33317,S14,C,0.455333333,1.3545
100.179,0.06058,0.11912,S14,C,0.455333333,1.3545
100.279,0.05605,0.04131,S14,C,0.455333333,1.3545
100.379,0.05063,-0.00055,S14,C,0.455333333,1.3545
100.479,0.04586,-0.00859,S14,C,0.455333333,1.3545
100.579,0.04048,-0.02016,S14,C,0.455333333,1.3545
100.679,0.03533,-0.02451,S14,C,0.455333333,1.3545
100.779,0.03054,-0.02848,S14,C,0.455333333,1.3545
100.879,0.02526,-0.03094,S14,C,0.455333333,1.3545
100.979,0.02098,-0.03154,S14,C,0.455333333,1.3545
101.079,0.01576,-0.03451,S14,C,0.455333333,1.3545
101.179,0.011,-0.03538,S14,C,0.455333333,1.3545
101.279,0.00571,-0.03859,S14,C,0.455333333,1.3545
101.379,0.00065,-0.03965,S14,C,0.455333333,1.3545
101.479,-0.0045,-0.0445,S14,C,0.455333333,1.3545
101.579,-0.00973,-0.04769,S14,C,0.455333333,1.3545
101.679,-0.01427,-0.05042,S14,C,0.455333333,1.3545
101.779,-0.01951,-0.05534,S14,C,0.455333333,1.3545
101.879,-0.02397,-0.05647,S14,C,0.455333333,1.3545
101.979,-0.02925,-0.06114,S14,C,0.455333333,1.3545
102.079,-0.03429,-0.06613,S14,C,0.455333333,1.3545
102.179,-0.03949,-0.07211,S14,C,0.455333333,1.3545
102.279,-0.04465,-0.07935,S14,C,0.455333333,1.3545
102.379,-0.04947,-0.08819,S14,C,0.455333333,1.3545
102.479,-0.05448,-0.09544,S14,C,0.455333333,1.3545
102.579,-0.05894,-0.10396,S14,C,0.455333333,1.3545
102.679,-0.06427,-0.1189,S14,C,0.455333333,1.3545
102.779,-0.06901,-0.13362,S14,C,0.455333333,1.3545
102.879,-0.07442,-0.16312,S14,C,0.455333333,1.3545
102.979,-0.07958,-0.19626,S14,C,0.455333333,1.3545
103.079,-0.08461,-0.24674,S14,C,0.455333333,1.3545
103.179,-0.08965,-0.30597,S14,C,0.455333333,1.3545
103.279,-0.09423,-0.37454,S14,C,0.455333333,1.3545
103.379,-0.0994,-0.47521,S14,C,0.455333333,1.3545
103.479,-0.10401,-0.57871,S14,C,0.455333333,1.3545
103.579,-0.10937,-0.73906,S14,C,0.455333333,1.3545
103.679,-0.11431,-0.90228,S14,C,0.455333333,1.3545
103.736,-0.11687,-1.00135,S14,C,0.455333333,1.3545
0,0.10966,0.15153,S15,A,0.565,1.4415
0.1,0.11328,0.17639,S15,A,0.565,1.4415
0.2,0.11984,0.27466,S15,A,0.565,1.4415
0.3,0.12522,0.38602,S15,A,0.565,1.4415
0.4,0.13016,0.52424,S15,A,0.565,1.4415
0.5,0.13545,0.73077,S15,A,0.565,1.4415
0.6,0.14034,0.95249,S15,A,0.565,1.4415
0.62,0.14132,1.00042,S15,A,0.565,1.4415
0.621,0.14136,1.0021,S15,A,0.565,1.4415
0.622,0.1414,1.00373,S15,A,0.565,1.4415
0.722,0.14195,0.96127,S15,A,0.565,1.4415
0.822,0.13952,0.74821,S15,A,0.565,1.4415
0.922,0.13256,0.34802,S15,A,0.565,1.4415
1.022,0.1277,0.19403,S15,A,0.565,1.4415
1.122,0.12226,0.08407,S15,A,0.565,1.4415
1.222,0.11715,0.0325,S15,A,0.565,1.4415
1.322,0.11208,0.00648,S15,A,0.565,1.4415
1.422,0.10694,-0.00125,S15,A,0.565,1.4415
1.522,0.10245,-0.00313,S15,A,0.565,1.4415
1.622,0.0972,-0.00505,S15,A,0.565,1.4415
1.722,0.09267,-0.00697,S15,A,0.565,1.4415
1.822,0.08738,-0.00782,S15,A,0.565,1.4415
1.922,0.08229,-0.00884,S15,A,0.565,1.4415
2.022,0.07709,-0.01064,S15,A,0.565,1.4415
2.122,0.07197,-0.01299,S15,A,0.565,1.4415
2.222,0.06741,-0.01321,S15,A,0.565,1.4415
2.322,0.06219,-0.01486,S15,A,0.565,1.4415
2.422,0.05781,-0.01481,S15,A,0.565,1.4415
2.522,0.05226,-0.01658,S15,A,0.565,1.4415
2.622,0.04751,-0.01713,S15,A,0.565,1.4415
2.722,0.04215,-0.01775,S15,A,0.565,1.4415
2.822,0.03697,-0.0195,S15,A,0.565,1.4415
2.922,0.03218,-0.02142,S15,A,0.565,1.4415
3.022,0.02705,-0.02168,S15,A,0.565,1.4415
3.122,0.0227,-0.02332,S15,A,0.565,1.4415
3.222,0.01732,-0.02375,S15,A,0.565,1.4415
3.322,0.01271,-0.02447,S15,A,0.565,1.4415
3.422,0.00729,-0.02551,S15,A,0.565,1.4415
3.522,0.00222,-0.02663,S15,A,0.565,1.4415
3.622,-0.00282,-0.03023,S15,A,0.565,1.4415
3.722,-0.00812,-0.03157,S15,A,0.565,1.4415
3.822,-0.01252,-0.033,S15,A,0.565,1.4415
3.922,-0.01783,-0.035,S15,A,0.565,1.4415
4.022,-0.0223,-0.03682,S15,A,0.565,1.4415
4.122,-0.02769,-0.03919,S15,A,0.565,1.4415
4.222,-0.03256,-0.04084,S15,A,0.565,1.4415
4.322,-0.03785,-0.04615,S15,A,0.565,1.4415
4.422,-0.04306,-0.0495,S15,A,0.565,1.4415
4.522,-0.04772,-0.05309,S15,A,0.565,1.4415
4.622,-0.05288,-0.0571,S15,A,0.565,1.4415
4.722,-0.05727,-0.06037,S15,A,0.565,1.4415
4.822,-0.06256,-0.06709,S15,A,0.565,1.4415
4.922,-0.0674,-0.07213,S15,A,0.565,1.4415
5.022,-0.0728,-0.08431,S15,A,0.565,1.4415
5.122,-0.0779,-0.0961,S15,A,0.565,1.4415
5.222,-0.08293,-0.11361,S15,A,0.565,1.4415
5.322,-0.088,-0.13801,S15,A,0.565,1.4415
5.422,-0.09252,-0.16833,S15,A,0.565,1.4415
5.522,-0.09774,-0.22416,S15,A,0.565,1.4415
5.622,-0.10241,-0.29015,S15,A,0.565,1.4415
5.722,-0.10775,-0.40219,S15,A,0.565,1.4415
5.822,-0.1127,-0.53022,S15,A,0.565,1.4415
5.922,-0.11783,-0.69599,S15,A,0.565,1.4415
6.022,-0.12293,-0.87698,S15,A,0.565,1.4415
6.103,-0.12637,-1.00194,S15,A,0.565,1.4415
6.104,-0.12643,-1.00474,S15,A,0.565,1.4415
6.105,-0.12649,-1.00756,S15,A,0.565,1.4415
6.205,-0.12819,-1.04781,S15,A,0.565,1.4415
6.305,-0.12461,-0.81992,S15,A,0.565,1.4415
6.405,-0.11867,-0.53519,S15,A,0.565,1.4415
6.505,-0.11334,-0.34853,S15,A,0.565,1.4415
6.605,-0.10882,-0.23139,S15,A,0.565,1.4415
6.705,-0.10328,-0.12903,S15,A,0.565,1.4415
6.805,-0.09857,-0.07552,S15,A,0.565,1.4415
6.905,-0.09297,-0.0353,S15,A,0.565,1.4415
7.005,-0.08822,-0.01949,S15,A,0.565,1.4415
7.105,-0.083,-0.00743,S15,A,0.565,1.4415
7.205,-0.07824,-0.00249,S15,A,0.565,1.4415
7.305,-0.07357,-0.00021,S15,A,0.565,1.4415
7.405,-0.06837,0.00185,S15,A,0.565,1.4415
7.505,-0.06376,0.0026,S15,A,0.565,1.4415
7.605,-0.05816,0.00491,S15,A,0.565,1.4415
7.705,-0.05339,0.00613,S15,A,0.565,1.4415
7.805,-0.04801,0.00687,S15,A,0.565,1.4415
7.905,-0.0432,0.00893,S15,A,0.565,1.4415
8.005,-0.03841,0.00865,S15,A,0.565,1.4415
8.105,-0.03339,0.00949,S15,A,0.565,1.4415
8.205,-0.02883,0.00933,S15,A,0.565,1.4415
8.305,-0.02326,0.01016,S15,A,0.565,1.4415
8.405,-0.01857,0.01112,S15,A,0.565,1.4415
8.505,-0.01293,0.01348,S15,A,0.565,1.4415
8.605,-0.00812,0.01348,S15,A,0.565,1.4415
8.705,-0.00312,0.01319,S15,A,0.565,1.4415
8.805,0.00176,0.01355,S15,A,0.565,1.4415
8.905,0.00627,0.01421,S15,A,0.565,1.4415
9.005,0.01156,0.0148,S15,A,0.565,1.4415
9.105,0.01627,0.01363,S15,A,0.565,1.4415
9.205,0.02193,0.01684,S15,A,0.565,1.4415
9.305,0.02673,0.01723,S15,A,0.565,1.4415
9.405,0.03198,0.01887,S15,A,0.565,1.4415
9.505,0.0369,0.01883,S15,A,0.565,1.4415
9.605,0.04136,0.01992,S15,A,0.565,1.4415
9.705,0.04672,0.02178,S15,A,0.565,1.4415
9.805,0.05122,0.02286,S15,A,0.565,1.4415
9.905,0.05671,0.02368,S15,A,0.565,1.4415
10.005,0.06157,0.026,S15,A,0.565,1.4415
10.105,0.06704,0.02923,S15,A,0.565,1.4415
10.205,0.07187,0.03077,S15,A,0.565,1.4415
10.305,0.07667,0.03422,S15,A,0.565,1.4415
10.405,0.08178,0.038,S15,A,0.565,1.4415
10.505,0.08624,0.04159,S15,A,0.565,1.4415
10.605,0.09168,0.04933,S15,A,0.565,1.4415
10.705,0.09649,0.0576,S15,A,0.565,1.4415
10.805,0.10197,0.07514,S15,A,0.565,1.4415
10.905,0.10692,0.09273,S15,A,0.565,1.4415
11.005,0.11197,0.12772,S15,A,0.565,1.4415
11.105,0.11681,0.16901,S15,A,0.565,1.4415
11.205,0.12135,0.2303,S15,A,0.565,1.4415
11.305,0.12661,0.33393,S15,A,0.565,1.4415
11.405,0.13123,0.45529,S15,A,0.565,1.4415
11.505,0.13684,0.66733,S15,A,0.565,1.4415
11.605,0.14173,0.89046,S15,A,0.565,1.4415
11.66,0.144,1.00215,S15,A,0.565,1.4415
11.661,0.14406,1.00601,S15,A,0.565,1.4415
11.662,0.14412,1.00994,S15,A,0.565,1.4415
11.762,0.14604,1.07207,S15,A,0.565,1.4415
11.862,0.14297,0.78596,S15,A,0.565,1.4415
11.962,0.13664,0.40031,S15,A,0.565,1.4415
12.062,0.13116,0.20531,S15,A,0.565,1.4415
12.162,0.12658,0.10642,S15,A,0.565,1.4415
12.262,0.12124,0.03751,S15,A,0.565,1.4415
12.362,0.11637,0.01062,S15,A,0.565,1.4415
12.462,0.11101,-0.00212,S15,A,0.565,1.4415
12.562,0.10583,-0.00361,S15,A,0.565,1.4415
12.662,0.10092,-0.00623,S15,A,0.565,1.4415
12.762,0.09588,-0.00797,S15,A,0.565,1.4415
12.862,0.09137,-0.00746,S15,A,0.565,1.4415
12.962,0.08627,-0.01078,S15,A,0.565,1.4415
13.062,0.0815,-0.01194,S15,A,0.565,1.4415
13.162,0.07612,-0.01257,S15,A,0.565,1.4415
13.262,0.07106,-0.01345,S15,A,0.565,1.4415
13.362,0.06602,-0.01628,S15,A,0.565,1.4415
13.462,0.06082,-0.01651,S15,A,0.565,1.4415
13.562,0.05634,-0.01589,S15,A,0.565,1.4415
13.662,0.05106,-0.01866,S15,A,0.565,1.4415
13.762,0.04652,-0.019,S15,A,0.565,1.4415
13.862,0.04118,-0.01996,S15,A,0.565,1.4415
13.962,0.03628,-0.02029,S15,A,0.565,1.4415
14.062,0.03093,-0.02208,S15,A,0.565,1.4415
14.162,0.02583,-0.02388,S15,A,0.565,1.4415
14.262,0.02118,-0.02359,S15,A,0.565,1.4415
14.362,0.01591,-0.02593,S15,A,0.565,1.4415
14.462,0.01158,-0.02627,S15,A,0.565,1.4415
14.562,0.00627,-0.02792,S15,A,0.565,1.4415
14.662,0.00145,-0.02763,S15,A,0.565,1.4415
14.762,-0.00387,-0.03158,S15,A,0.565,1.4415
14.862,-0.00911,-0.03236,S15,A,0.565,1.4415
14.962,-0.01401,-0.03589,S15,A,0.565,1.4415
15.062,-0.01925,-0.03844,S15,A,0.565,1.4415
15.162,-0.02359,-0.03928,S15,A,0.565,1.4415
15.262,-0.02893,-0.04131,S15,A,0.565,1.4415
15.362,-0.03341,-0.04382,S15,A,0.565,1.4415
15.462,-0.03881,-0.04731,S15,A,0.565,1.4415
15.562,-0.0439,-0.05119,S15,A,0.565,1.4415
15.662,-0.04899,-0.05474,S15,A,0.565,1.4415
15.762,-0.05419,-0.0599,S15,A,0.565,1.4415
15.862,-0.0587,-0.06502,S15,A,0.565,1.4415
15.962,-0.06392,-0.07186,S15,A,0.565,1.4415
16.062,-0.06843,-0.07802,S15,A,0.565,1.4415
16.162,-0.07386,-0.08942,S15,A,0.565,1.4415
16.262,-0.07866,-0.10231,S15,A,0.565,1.4415
16.362,-0.08399,-0.12375,S15,A,0.565,1.4415
16.462,-0.08923,-0.15439,S15,A,0.565,1.4415
16.562,-0.09398,-0.19667,S15,A,0.565,1.4415
16.662,-0.09913,-0.25898,S15,A,0.565,1.4415
16.762,-0.10363,-0.33295,S15,A,0.565,1.4415
16.862,-0.10887,-0.45122,S15,A,0.565,1.4415
16.962,-0.11345,-0.56922,S15,A,0.565,1.4415
17.062,-0.11884,-0.74861,S15,A,0.565,1.4415
17.162,-0.12388,-0.93053,S15,A,0.565,1.4415
17.211,-0.12581,-1.0015,S15,A,0.565,1.4415
17.212,-0.12587,-1.00398,S15,A,0.565,1.4415
17.213,-0.12593,-1.0065,S15,A,0.565,1.4415
17.313,-0.1278,-1.05716,S15,A,0.565,1.4415
17.413,-0.12423,-0.82811,S15,A,0.565,1.4415
17.513,-0.11823,-0.53742,S15,A,0.565,1.4415
17.613,-0.11288,-0.35093,S15,A,0.565,1.4415
17.713,-0.10832,-0.23118,S15,A,0.565,1.4415
17.813,-0.10291,-0.13023,S15,A,0.565,1.4415
17.913,-0.09828,-0.07965,S15,A,0.565,1.4415
18.013,-0.0927,-0.0386,S15,A,0.565,1.4415
18.113,-0.08796,-0.02285,S15,A,0.565,1.4415
18.213,-0.08255,-0.0093,S15,A,0.565,1.4415
18.313,-0.07778,-0.00423,S15,A,0.565,1.4415
18.413,-0.07306,-0.00127,S15,A,0.565,1.4415
18.513,-0.06797,7e-05,S15,A,0.565,1.4415
18.613,-0.0634,0.00247,S15,A,0.565,1.4415
18.713,-0.05789,0.00433,S15,A,0.565,1.4415
